이름,WAR,G,타석,타수,득점,안타,X2타,X3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC,WPA,target,WAR_min_max,WPA_min_max,wRC_min_max,OPS_min_max,타수1,득점1,안타1,X2타1,X3타1,홈런1,루타1,타점1,도루1,도실1,볼넷1,사구1,고41,삼진1,병살1,희타1,희비1
송광민,2.95,116.0,494.0,449.0,80.0,146.0,27.0,2.0,17.0,228.0,83.0,3.0,0.0,28.0,4.0,0.0,86.0,16.0,7.0,6.0,0.325,0.366,0.508,0.873,0.381,112.3,2.0,20000.0,0.30590339892665475,0.40184994861253853,0.670937840785169,0.6777950310559007,0.9089068825910931,0.16194331983805668,0.29554655870445345,0.05465587044534413,0.004048582995951417,0.03441295546558704,0.46153846153846156,0.1680161943319838,0.006072874493927126,0.0,0.05668016194331984,0.008097165991902834,0.0,0.17408906882591094,0.032388663967611336,0.01417004048582996,0.012145748987854251
신성현,0.38,89.0,184.0,158.0,30.0,44.0,8.0,0.0,8.0,76.0,24.0,0.0,4.0,15.0,5.0,0.0,54.0,3.0,6.0,0.0,0.278,0.36,0.481,0.841,0.363,100.6,0.48,3700.0,0.07602862254025043,0.24563206577595065,0.6390403489640131,0.6529503105590062,0.8586956521739131,0.16304347826086957,0.2391304347826087,0.043478260869565216,0.0,0.043478260869565216,0.41304347826086957,0.13043478260869565,0.0,0.021739130434782608,0.08152173913043478,0.02717391304347826,0.0,0.29347826086956524,0.016304347826086956,0.03260869565217391,0.0
양성우,0.0,108.0,446.0,384.0,52.0,104.0,12.0,4.0,4.0,136.0,53.0,5.0,2.0,39.0,9.0,0.0,67.0,6.0,8.0,6.0,0.271,0.347,0.354,0.701,0.324,76.1,0.47,8000.0,0.042039355992844356,0.24460431654676257,0.5722464558342422,0.5442546583850931,0.8609865470852018,0.11659192825112108,0.23318385650224216,0.026905829596412557,0.008968609865470852,0.008968609865470852,0.30493273542600896,0.11883408071748879,0.011210762331838564,0.004484304932735426,0.08744394618834081,0.020179372197309416,0.0,0.15022421524663676,0.013452914798206279,0.017937219730941704,0.013452914798206279
이동훈,-0.04,17.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-133.8,-0.06,2800.0,0.03846153846153845,0.19013360739979443,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
이성열,0.81,86.0,219.0,198.0,29.0,57.0,7.0,3.0,10.0,100.0,29.0,0.0,0.0,11.0,8.0,0.0,62.0,3.0,2.0,0.0,0.288,0.35,0.505,0.855,0.374,107.5,0.53,23000.0,0.11449016100178891,0.25077081192189105,0.6578516902944385,0.6638198757763976,0.9041095890410958,0.1324200913242009,0.2602739726027397,0.0319634703196347,0.0136986301369863,0.045662100456621,0.45662100456621,0.1324200913242009,0.0,0.0,0.0502283105022831,0.0365296803652968,0.0,0.2831050228310502,0.0136986301369863,0.0091324200913242,0.0
이용규,4.31,113.0,530.0,452.0,98.0,159.0,20.0,4.0,3.0,196.0,41.0,21.0,11.0,63.0,7.0,1.0,29.0,7.0,7.0,1.0,0.352,0.438,0.434,0.872,0.404,128.1,3.44,90000.0,0.42754919499105537,0.5498458376156218,0.7140130861504908,0.6770186335403727,0.8528301886792453,0.18490566037735848,0.3,0.03773584905660377,0.007547169811320755,0.005660377358490566,0.36981132075471695,0.07735849056603773,0.03962264150943396,0.020754716981132074,0.11886792452830189,0.013207547169811321,0.0018867924528301887,0.05471698113207547,0.013207547169811321,0.013207547169811321,0.0018867924528301887
정근우,4.37,138.0,650.0,575.0,121.0,178.0,31.0,2.0,18.0,267.0,88.0,22.0,6.0,60.0,9.0,2.0,58.0,14.0,1.0,5.0,0.31,0.381,0.464,0.845,0.381,112.5,3.71,70000.0,0.43291592128801426,0.5775950668036999,0.6714830970556162,0.656055900621118,0.8846153846153846,0.18615384615384614,0.27384615384615385,0.047692307692307694,0.003076923076923077,0.027692307692307693,0.4107692307692308,0.13538461538461538,0.033846153846153845,0.009230769230769232,0.09230769230769231,0.013846153846153847,0.003076923076923077,0.08923076923076922,0.021538461538461538,0.0015384615384615385,0.007692307692307693
주현상,-0.04,15.0,8.0,8.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.25,0.25,0.5,0.236,19.0,-0.09,3700.0,0.03846153846153845,0.18705035971223022,0.41657579062159217,0.38819875776397517,1.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0
최진행,0.31,28.0,85.0,70.0,4.0,23.0,2.0,0.0,1.0,28.0,9.0,0.0,0.0,11.0,2.0,0.0,16.0,1.0,2.0,0.0,0.329,0.434,0.4,0.834,0.389,118.2,0.3,17000.0,0.0697674418604651,0.22713257965056524,0.6870229007633588,0.6475155279503105,0.8235294117647058,0.047058823529411764,0.27058823529411763,0.023529411764705882,0.0,0.011764705882352941,0.32941176470588235,0.10588235294117647,0.0,0.0,0.12941176470588237,0.023529411764705882,0.0,0.18823529411764706,0.011764705882352941,0.023529411764705882,0.0
하주석,1.0,115.0,441.0,405.0,58.0,113.0,21.0,1.0,10.0,166.0,57.0,5.0,7.0,18.0,9.0,1.0,115.0,3.0,8.0,1.0,0.279,0.323,0.41,0.733,0.326,77.1,0.9,9000.0,0.13148479427549192,0.28879753340184994,0.5749727371864777,0.5690993788819876,0.9183673469387755,0.13151927437641722,0.2562358276643991,0.047619047619047616,0.0022675736961451248,0.022675736961451247,0.3764172335600907,0.1292517006802721,0.011337868480725623,0.015873015873015872,0.04081632653061224,0.02040816326530612,0.0022675736961451248,0.26077097505668934,0.006802721088435374,0.018140589569160998,0.0022675736961451248
허도환,0.11,48.0,93.0,78.0,9.0,17.0,8.0,0.0,0.0,25.0,12.0,0.0,0.0,6.0,5.0,0.0,21.0,2.0,4.0,0.0,0.218,0.315,0.321,0.635,0.291,55.3,-0.12,7800.0,0.05187835420393559,0.18396711202466598,0.5155398037077427,0.49301242236024845,0.8387096774193549,0.0967741935483871,0.1827956989247312,0.08602150537634409,0.0,0.0,0.26881720430107525,0.12903225806451613,0.0,0.0,0.06451612903225806,0.053763440860215055,0.0,0.22580645161290322,0.021505376344086023,0.043010752688172046,0.0
강지광,0.08,13.0,21.0,18.0,3.0,5.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,1.0,0.0,9.0,0.0,0.0,0.0,0.278,0.381,0.278,0.659,0.329,87.9,0.28,2700.0,0.04919499105545616,0.2250770811921891,0.6044165757906217,0.5116459627329193,0.8571428571428571,0.14285714285714285,0.23809523809523808,0.0,0.0,0.0,0.23809523809523808,0.09523809523809523,0.0,0.0,0.09523809523809523,0.047619047619047616,0.0,0.42857142857142855,0.0,0.0,0.0
고종욱,1.09,119.0,443.0,407.0,81.0,126.0,25.0,4.0,10.0,189.0,51.0,22.0,14.0,25.0,6.0,1.0,81.0,10.0,4.0,1.0,0.31,0.358,0.464,0.822,0.364,108.7,1.29,7700.0,0.13953488372093023,0.328879753340185,0.6611232279171211,0.6381987577639752,0.9187358916478555,0.18284424379232506,0.28442437923250563,0.056433408577878104,0.009029345372460496,0.022573363431151242,0.42663656884875845,0.11512415349887133,0.04966139954853273,0.03160270880361174,0.056433408577878104,0.013544018058690745,0.002257336343115124,0.18284424379232506,0.022573363431151242,0.009029345372460496,0.002257336343115124
김민성,2.44,118.0,489.0,445.0,60.0,135.0,24.0,0.0,16.0,207.0,71.0,1.0,1.0,31.0,8.0,1.0,62.0,15.0,2.0,3.0,0.303,0.357,0.465,0.823,0.365,108.2,-0.83,22000.0,0.2602862254025044,0.11099691675231242,0.6597600872410033,0.6389751552795031,0.9100204498977505,0.12269938650306748,0.27607361963190186,0.049079754601226995,0.0,0.032719836400818,0.4233128834355828,0.14519427402862986,0.002044989775051125,0.002044989775051125,0.06339468302658487,0.016359918200409,0.002044989775051125,0.12678936605316973,0.03067484662576687,0.00408997955010225,0.006134969325153374
김재현,-0.12,59.0,71.0,65.0,7.0,17.0,3.0,0.0,1.0,23.0,6.0,0.0,0.0,2.0,1.0,0.0,15.0,1.0,2.0,1.0,0.262,0.29,0.354,0.644,0.283,55.3,-0.62,4400.0,0.03130590339892665,0.13257965056526205,0.5155398037077427,0.5,0.9154929577464789,0.09859154929577464,0.23943661971830985,0.04225352112676056,0.0,0.014084507042253521,0.323943661971831,0.08450704225352113,0.0,0.0,0.028169014084507043,0.014084507042253521,0.0,0.2112676056338028,0.014084507042253521,0.028169014084507043,0.014084507042253521
김지수,0.0,104.0,151.0,132.0,23.0,31.0,7.0,0.0,0.0,38.0,13.0,2.0,1.0,9.0,2.0,0.0,27.0,2.0,7.0,1.0,0.235,0.292,0.288,0.58,0.261,41.2,-0.69,5500.0,0.042039355992844356,0.12538540596094552,0.4770992366412214,0.45031055900621114,0.8741721854304636,0.152317880794702,0.2052980132450331,0.046357615894039736,0.0,0.0,0.25165562913907286,0.08609271523178808,0.013245033112582781,0.006622516556291391,0.059602649006622516,0.013245033112582781,0.0,0.17880794701986755,0.013245033112582781,0.046357615894039736,0.006622516556291391
김하성,4.94,140.0,582.0,511.0,89.0,148.0,35.0,5.0,19.0,250.0,73.0,22.0,4.0,56.0,5.0,2.0,115.0,10.0,4.0,6.0,0.29,0.362,0.489,0.851,0.372,112.9,0.99,16000.0,0.48389982110912344,0.29804727646454265,0.6725736095965105,0.6607142857142857,0.8780068728522337,0.15292096219931273,0.2542955326460481,0.06013745704467354,0.00859106529209622,0.03264604810996564,0.42955326460481097,0.1254295532646048,0.037800687285223365,0.006872852233676976,0.09621993127147767,0.00859106529209622,0.003436426116838488,0.19759450171821305,0.01718213058419244,0.006872852233676976,0.010309278350515464
문우람,0.05,63.0,138.0,119.0,22.0,28.0,10.0,0.0,2.0,44.0,22.0,1.0,1.0,12.0,3.0,1.0,30.0,1.0,1.0,3.0,0.235,0.314,0.37,0.684,0.306,69.0,-0.56,9000.0,0.04651162790697674,0.13874614594039053,0.5528898582333697,0.5310559006211181,0.8623188405797102,0.15942028985507245,0.2028985507246377,0.07246376811594203,0.0,0.014492753623188406,0.3188405797101449,0.15942028985507245,0.007246376811594203,0.007246376811594203,0.08695652173913043,0.021739130434782608,0.007246376811594203,0.21739130434782608,0.007246376811594203,0.007246376811594203,0.021739130434782608
박동원,1.48,127.0,443.0,379.0,47.0,101.0,12.0,1.0,14.0,157.0,61.0,0.0,0.0,37.0,9.0,0.0,93.0,4.0,10.0,8.0,0.266,0.34,0.414,0.754,0.332,86.6,0.86,14000.0,0.17441860465116277,0.2846865364850976,0.6008724100327154,0.5854037267080745,0.8555304740406321,0.10609480812641084,0.22799097065462753,0.02708803611738149,0.002257336343115124,0.03160270880361174,0.3544018058690745,0.13769751693002258,0.0,0.0,0.0835214446952596,0.020316027088036117,0.0,0.20993227990970656,0.009029345372460496,0.022573363431151242,0.01805869074492099
박병호,7.76,140.0,622.0,528.0,129.0,181.0,35.0,1.0,53.0,377.0,146.0,10.0,3.0,78.0,12.0,6.0,161.0,10.0,0.0,4.0,0.343,0.436,0.714,1.15,0.481,181.9,7.82,70000.0,0.7361359570661895,1.0,0.8606870229007634,0.8928571428571428,0.8488745980707395,0.20739549839228297,0.2909967845659164,0.05627009646302251,0.001607717041800643,0.08520900321543408,0.6061093247588425,0.2347266881028939,0.01607717041800643,0.00482315112540193,0.12540192926045016,0.01929260450160772,0.00964630225080386,0.25884244372990356,0.01607717041800643,0.0,0.006430868167202572
박헌도,0.8,108.0,267.0,218.0,31.0,54.0,13.0,0.0,8.0,91.0,42.0,0.0,2.0,37.0,7.0,0.0,52.0,6.0,3.0,2.0,0.248,0.371,0.417,0.789,0.357,102.5,-0.08,2600.0,0.11359570661896243,0.18807810894141827,0.6442202835332607,0.6125776397515529,0.8164794007490637,0.11610486891385768,0.20224719101123595,0.04868913857677903,0.0,0.0299625468164794,0.3408239700374532,0.15730337078651685,0.0,0.00749063670411985,0.13857677902621723,0.026217228464419477,0.0,0.1947565543071161,0.02247191011235955,0.011235955056179775,0.00749063670411985
서건창,1.51,85.0,368.0,312.0,52.0,93.0,24.0,4.0,3.0,134.0,37.0,9.0,2.0,42.0,1.0,0.0,24.0,7.0,11.0,2.0,0.298,0.381,0.429,0.81,0.359,105.8,2.35,26000.0,0.1771019677996422,0.43782117163412126,0.653217011995638,0.6288819875776398,0.8478260869565217,0.14130434782608695,0.25271739130434784,0.06521739130434782,0.010869565217391304,0.008152173913043478,0.3641304347826087,0.10054347826086957,0.024456521739130436,0.005434782608695652,0.11413043478260869,0.002717391304347826,0.0,0.06521739130434782,0.019021739130434784,0.029891304347826088,0.005434782608695652
서동욱,0.1,55.0,118.0,103.0,14.0,24.0,5.0,0.0,3.0,38.0,15.0,0.0,0.0,11.0,3.0,0.0,45.0,1.0,1.0,0.0,0.233,0.325,0.369,0.694,0.317,77.3,-0.36,5800.0,0.05098389982110911,0.1593011305241521,0.5755179934569248,0.5388198757763975,0.8728813559322034,0.11864406779661017,0.2033898305084746,0.0423728813559322,0.0,0.025423728813559324,0.3220338983050847,0.1271186440677966,0.0,0.0,0.09322033898305085,0.025423728813559324,0.0,0.3813559322033898,0.00847457627118644,0.00847457627118644,0.0
스나이더,2.26,113.0,487.0,431.0,88.0,121.0,26.0,1.0,26.0,227.0,71.0,4.0,2.0,37.0,11.0,0.0,135.0,2.0,3.0,5.0,0.281,0.349,0.527,0.876,0.377,115.3,1.29,27000.0,0.24418604651162787,0.328879753340185,0.6791166848418757,0.6801242236024845,0.8850102669404517,0.1806981519507187,0.24845995893223818,0.053388090349075976,0.002053388090349076,0.053388090349075976,0.46611909650924027,0.1457905544147844,0.008213552361396304,0.004106776180698152,0.07597535934291581,0.022587268993839837,0.0,0.27720739219712526,0.004106776180698152,0.006160164271047228,0.01026694045174538
유재신,0.36,62.0,32.0,27.0,21.0,7.0,2.0,0.0,0.0,9.0,3.0,10.0,1.0,3.0,0.0,0.0,10.0,2.0,2.0,0.0,0.259,0.333,0.333,0.667,0.294,62.9,0.17,6000.0,0.07423971377459748,0.21377183967112023,0.5362595419847328,0.5178571428571429,0.84375,0.65625,0.21875,0.0625,0.0,0.0,0.28125,0.09375,0.3125,0.03125,0.09375,0.0,0.0,0.3125,0.0625,0.0625,0.0
유한준,5.87,139.0,598.0,520.0,103.0,188.0,42.0,1.0,23.0,301.0,116.0,3.0,3.0,67.0,2.0,2.0,71.0,13.0,1.0,8.0,0.362,0.431,0.579,1.009,0.44,157.6,4.14,11500.0,0.5670840787119856,0.6217882836587872,0.7944383860414395,0.7833850931677018,0.8695652173913043,0.17224080267558528,0.31438127090301005,0.07023411371237458,0.0016722408026755853,0.038461538461538464,0.5033444816053512,0.1939799331103679,0.005016722408026756,0.005016722408026756,0.11204013377926421,0.0033444816053511705,0.0033444816053511705,0.11872909698996656,0.021739130434782608,0.0016722408026755853,0.013377926421404682
윤석민,1.3,108.0,418.0,361.0,54.0,106.0,24.0,1.0,14.0,174.0,71.0,3.0,2.0,37.0,8.0,1.0,62.0,16.0,5.0,7.0,0.294,0.366,0.482,0.848,0.37,111.1,2.38,16000.0,0.1583184257602862,0.4409044193216855,0.6676663031624863,0.6583850931677019,0.8636363636363636,0.1291866028708134,0.2535885167464115,0.05741626794258373,0.0023923444976076554,0.03349282296650718,0.41626794258373206,0.16985645933014354,0.007177033492822967,0.004784688995215311,0.08851674641148326,0.019138755980861243,0.0023923444976076554,0.14832535885167464,0.03827751196172249,0.011961722488038277,0.01674641148325359
이성열,0.58,101.0,268.0,232.0,35.0,58.0,10.0,2.0,9.0,99.0,36.0,1.0,1.0,20.0,9.0,1.0,87.0,5.0,5.0,2.0,0.25,0.331,0.427,0.758,0.332,84.2,1.12,11000.0,0.09391771019677994,0.31140801644398763,0.5943293347873501,0.5885093167701864,0.8656716417910447,0.13059701492537312,0.21641791044776118,0.03731343283582089,0.007462686567164179,0.033582089552238806,0.3694029850746269,0.13432835820895522,0.0037313432835820895,0.0037313432835820895,0.07462686567164178,0.033582089552238806,0.0037313432835820895,0.3246268656716418,0.018656716417910446,0.018656716417910446,0.007462686567164179
이택근,2.46,105.0,401.0,347.0,61.0,113.0,16.0,1.0,10.0,161.0,44.0,11.0,6.0,44.0,3.0,4.0,53.0,8.0,3.0,4.0,0.326,0.402,0.464,0.866,0.386,122.6,1.67,50000.0,0.26207513416815736,0.36793422404933196,0.6990185387131952,0.672360248447205,0.8653366583541147,0.15211970074812967,0.2817955112219451,0.0399002493765586,0.0024937655860349127,0.02493765586034913,0.4014962593516209,0.10972568578553615,0.02743142144638404,0.014962593516209476,0.10972568578553615,0.007481296758104738,0.00997506234413965,0.13216957605985039,0.0199501246882793,0.007481296758104738,0.00997506234413965
임병욱,-0.15,40.0,52.0,43.0,13.0,8.0,1.0,1.0,1.0,14.0,3.0,2.0,4.0,9.0,0.0,0.0,23.0,1.0,0.0,0.0,0.186,0.327,0.326,0.653,0.309,73.6,-0.17,4000.0,0.02862254025044722,0.17882836587872558,0.5654307524536533,0.5069875776397516,0.8269230769230769,0.25,0.15384615384615385,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.2692307692307692,0.057692307692307696,0.038461538461538464,0.07692307692307693,0.17307692307692307,0.0,0.0,0.4423076923076923,0.019230769230769232,0.0,0.0
강지광,-0.26,40.0,80.0,66.0,10.0,13.0,2.0,0.0,1.0,18.0,7.0,1.0,3.0,11.0,1.0,0.0,24.0,1.0,1.0,1.0,0.197,0.317,0.273,0.589,0.286,50.7,-0.48,3000.0,0.018783542039355984,0.14696813977389517,0.5029989094874592,0.4572981366459627,0.825,0.125,0.1625,0.025,0.0,0.0125,0.225,0.0875,0.0125,0.0375,0.1375,0.0125,0.0,0.3,0.0125,0.0125,0.0125
고종욱,2.36,133.0,566.0,527.0,92.0,176.0,22.0,9.0,8.0,240.0,72.0,28.0,14.0,28.0,5.0,1.0,103.0,10.0,1.0,5.0,0.334,0.37,0.455,0.825,0.373,105.4,4.38,12000.0,0.2531305903398926,0.6464542651593012,0.6521264994547438,0.640527950310559,0.931095406360424,0.1625441696113074,0.31095406360424027,0.038869257950530034,0.015901060070671377,0.014134275618374558,0.42402826855123676,0.127208480565371,0.04946996466431095,0.024734982332155476,0.04946996466431095,0.0088339222614841,0.0017667844522968198,0.18197879858657243,0.0176678445229682,0.0017667844522968198,0.0088339222614841
김민성,3.37,141.0,579.0,510.0,76.0,156.0,39.0,5.0,17.0,256.0,90.0,6.0,3.0,53.0,3.0,3.0,89.0,15.0,1.0,12.0,0.306,0.367,0.502,0.869,0.38,111.6,1.81,37000.0,0.3434704830053667,0.3823227132579651,0.6690294438386042,0.6746894409937888,0.8808290155440415,0.13126079447322972,0.2694300518134715,0.06735751295336788,0.008635578583765112,0.02936096718480138,0.4421416234887737,0.15544041450777202,0.010362694300518135,0.0051813471502590676,0.09153713298791019,0.0051813471502590676,0.0051813471502590676,0.153713298791019,0.025906735751295335,0.0017271157167530224,0.02072538860103627
김민준,-0.24,20.0,13.0,12.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.083,0.154,0.083,0.237,0.13,-50.1,-0.19,2700.0,0.02057245080500894,0.17677286742034942,0.2281897491821156,0.18400621118012422,0.9230769230769231,0.3076923076923077,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.38461538461538464,0.0,0.0,0.0
김웅빈,0.1,10.0,15.0,14.0,4.0,6.0,0.0,0.0,1.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.429,0.4,0.643,1.043,0.441,150.7,0.25,3000.0,0.05098389982110911,0.22199383350462487,0.7756270447110142,0.8097826086956521,0.9333333333333333,0.26666666666666666,0.4,0.0,0.0,0.06666666666666667,0.6,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.06666666666666667
김재현,-0.31,56.0,82.0,72.0,8.0,13.0,2.0,0.0,0.0,15.0,8.0,0.0,0.0,7.0,1.0,0.0,14.0,1.0,2.0,0.0,0.181,0.263,0.208,0.471,0.231,14.9,-0.13,4400.0,0.014311270125223607,0.1829393627954779,0.4053980370774264,0.3656832298136646,0.8780487804878049,0.0975609756097561,0.15853658536585366,0.024390243902439025,0.0,0.0,0.18292682926829268,0.0975609756097561,0.0,0.0,0.08536585365853659,0.012195121951219513,0.0,0.17073170731707318,0.012195121951219513,0.024390243902439025,0.0
김지수,0.32,81.0,106.0,91.0,16.0,26.0,5.0,0.0,3.0,40.0,9.0,2.0,2.0,10.0,0.0,0.0,16.0,3.0,4.0,1.0,0.286,0.353,0.44,0.793,0.345,88.8,0.2,5500.0,0.07066189624329158,0.21685508735868447,0.6068702290076335,0.6156832298136646,0.8584905660377359,0.1509433962264151,0.24528301886792453,0.04716981132075472,0.0,0.02830188679245283,0.37735849056603776,0.08490566037735849,0.018867924528301886,0.018867924528301886,0.09433962264150944,0.0,0.0,0.1509433962264151,0.02830188679245283,0.03773584905660377,0.009433962264150943
김하성,3.81,144.0,599.0,526.0,92.0,148.0,29.0,7.0,20.0,251.0,84.0,28.0,15.0,60.0,6.0,2.0,80.0,7.0,2.0,5.0,0.281,0.359,0.477,0.836,0.37,104.8,1.12,22000.0,0.3828264758497316,0.31140801644398763,0.6504907306434025,0.6490683229813664,0.8781302170283807,0.15358931552587646,0.24707846410684475,0.048414023372287146,0.011686143572621035,0.0333889816360601,0.41903171953255425,0.14023372287145242,0.04674457429048414,0.025041736227045076,0.1001669449081803,0.01001669449081803,0.00333889816360601,0.1335559265442404,0.011686143572621035,0.00333889816360601,0.008347245409015025
박동원,0.85,127.0,454.0,411.0,44.0,102.0,25.0,1.0,14.0,171.0,70.0,3.0,1.0,27.0,7.0,0.0,93.0,18.0,6.0,3.0,0.248,0.304,0.416,0.72,0.317,71.1,-1.14,20000.0,0.11806797853309478,0.07913669064748201,0.5586150490730644,0.5590062111801242,0.9052863436123348,0.09691629955947137,0.22466960352422907,0.05506607929515418,0.0022026431718061676,0.030837004405286344,0.3766519823788546,0.15418502202643172,0.006607929515418502,0.0022026431718061676,0.05947136563876652,0.015418502202643172,0.0,0.20484581497797358,0.039647577092511016,0.013215859030837005,0.006607929515418502
박정음,1.1,98.0,263.0,223.0,45.0,69.0,5.0,3.0,4.0,92.0,26.0,16.0,9.0,30.0,3.0,0.0,52.0,5.0,5.0,2.0,0.309,0.395,0.413,0.808,0.37,103.8,0.81,6600.0,0.14042933810375668,0.2795477903391572,0.6477644492911669,0.6273291925465839,0.8479087452471483,0.17110266159695817,0.2623574144486692,0.019011406844106463,0.011406844106463879,0.015209125475285171,0.34980988593155893,0.09885931558935361,0.060836501901140684,0.034220532319391636,0.11406844106463879,0.011406844106463879,0.0,0.19771863117870722,0.019011406844106463,0.019011406844106463,0.0076045627376425855
서건창,4.46,140.0,646.0,560.0,111.0,182.0,30.0,7.0,7.0,247.0,63.0,26.0,13.0,69.0,10.0,2.0,58.0,6.0,3.0,4.0,0.325,0.406,0.441,0.847,0.389,116.6,4.17,40000.0,0.44096601073345254,0.6248715313463514,0.682660850599782,0.657608695652174,0.8668730650154799,0.17182662538699692,0.28173374613003094,0.04643962848297214,0.010835913312693499,0.010835913312693499,0.38235294117647056,0.09752321981424149,0.04024767801857585,0.020123839009287926,0.10681114551083591,0.015479876160990712,0.0030959752321981426,0.08978328173374613,0.009287925696594427,0.0046439628482972135,0.006191950464396285
유재신,-0.01,93.0,74.0,62.0,20.0,16.0,0.0,0.0,0.0,16.0,6.0,16.0,7.0,10.0,0.0,0.0,12.0,0.0,2.0,0.0,0.258,0.361,0.258,0.619,0.305,62.5,-0.41,6500.0,0.04114490161001788,0.1541623843782117,0.5351690294438386,0.4805900621118013,0.8378378378378378,0.2702702702702703,0.21621621621621623,0.0,0.0,0.0,0.21621621621621623,0.08108108108108109,0.21621621621621623,0.0945945945945946,0.13513513513513514,0.0,0.0,0.16216216216216217,0.0,0.02702702702702703,0.0
